Lng|Lat|Name|Genders|Ages|Status|FB|Email|Website|Location|Founded|Defunct|Rulesets|Info
-119.02|35.37|Bakersfield Junior Roller Derby|W|J|B|https://www.facebook.com/BakersfieldjrRollerDerby||https://www.facebook.com/BakersfieldjrRollerDerby|Bakersfield,California,United States|2010-01-01||JRDA|Member of:JRDA-M
-119.02|35.37|Bakersfield Rollergirls|W|A|B|https://www.facebook.com/pages/Bakersfield-Rollergirls/295265787154583||https://www.facebook.com/pages/Bakersfield-Rollergirls/295265787154583|Bakersfield,California,United States|||WFTDA|Member of:
-119.02|35.37|Derby Revolution of Bakersfield|W|A,J|B|https://www.facebook.com/DRBLEAGUEPAGE||https://www.facebook.com/DRBLEAGUEPAGE|Bakersfield,California,United States|2008-12-30||WFTDA,JRDA|Member of:WFTDA-M
-119.02|35.37|Diamond City Minors|W|J|B|https://www.facebook.com/DiamondCityMinors||https://www.facebook.com/DiamondCityMinors|Bakersfield,California,United States|||JRDA|Member of:JRDA-M
-119.02|35.37|Unforgiven Roller Girls|W|A|B|https://www.facebook.com/unforgivenrg|unforgivenrollergirls@yahoo.com|http://www.unforgivenrollergirls.com/|Bakersfield,California,United States|2010-12-31||WFTDA|Member of:WFTDA-M
-117.02|34.90|Barstow Stingin' Derby Dames|W|A|B|https://www.facebook.com/bsderbydames||https://www.facebook.com/bsderbydames|Barstow,California,United States|||WFTDA|Member of:
-115.50|32.68|Imperial Valley Roller Derby|W|A|B|https://www.facebook.com/pages/Imperial-Valley-Roller-Derby/247414762065709||https://www.facebook.com/pages/Imperial-Valley-Roller-Derby/247414762065709|Calexico,California,United States|||WFTDA|Member of:
-119.04|34.22|Ventura County Derby Darlins|W|A|B|https://www.facebook.com/VCDerbyDarlins||https://www.facebook.com/VCDerbyDarlins|Camarillo,California,United States|||WFTDA|Member of:WFTDA-M
-117.35|33.16|North County Derby Alliance|W|A|B|https://www.facebook.com/northcountyderby/|northcountyderbyalliance@gmail.com|https://northcountyderby.com/|Carlsbad,California,United States|2015-04-15||WFTDA|Member of:
-121.84|39.73|Chico Roller Derby|W|A|B|https://www.facebook.com/ChicoRollerDerby/|vivarollerderby@yahoo.com|https://www.facebook.com/VivaRollerDerby|Chico,California,United States|2011-11-01||WFTDA|Member of:
-121.84|39.73|Nor Cal Roller Girls|W|A,J|B|https://www.facebook.com/Norcalrollergirls|thumpher480@yahoo.com|https://www.facebook.com/Norcalrollergirls|Chico,California,United States|2009-10-13||WFTDA,JRDA|Member of:WFTDA-A
-117.69|34.01|Prison City Derby Dames|W|A|B|https://www.facebook.com/prisoncityderbydames||https://www.facebook.com/prisoncityderbydames|Chino,California,United States|||WFTDA|Member of:
-124.20|41.76|North Coast Roller Derby|W|A,J|B|https://www.facebook.com/northcoastrollerderby||https://www.facebook.com/northcoastrollerderby|Crescent City,California,United States|||WFTDA,JRDA|Member of:
-116.96|32.79|East County Roller Girls|W|A|P|https://www.facebook.com/East-County-Roller-Girls-889464704476753|ecrollergirls@gmail.com|http://ecrollegirls.weebly.com|El Cajon,California,United States|2015-10-16||WFTDA|Member of:
-124.16|40.80|Humboldt Roller Derby|W|A,J|B|https://www.facebook.com/humboldtrollerderby||https://www.facebook.com/humboldtrollerderby|Eureka,California,United States|||WFTDA,JRDA|Member of:WFTDA-M
-117.44|34.09|Foothill Foxy Flyers|W|A|B|https://www.facebook.com/pages/Foothill-Foxy-Flyers/248667571888005||https://www.facebook.com/pages/Foothill-Foxy-Flyers/248667571888005|Fontana,California,United States|||WFTDA|Member of:
-116.68|35.26|Heavy ArmHER Roller Derby|W|A|B|https://www.facebook.com/pages/Heavy-ArmHER-Roller-Derby/222416727770935||https://www.facebook.com/pages/Heavy-ArmHER-Roller-Derby/222416727770935|Fort Irwin,California,United States|||WFTDA|Member of:
-119.79|36.74|Central California Area Derby|W|A|B|https://www.facebook.com/CentralCaliforniaAreaDerby||https://www.facebook.com/CentralCaliforniaAreaDerby|Fresno,California,United States|||WFTDA|Member of:WFTDA-M
-119.79|36.74|Fresno Derby Alliance|W|A|R|https://www.facebook.com/fresnoderbyalliance||https://www.facebook.com/fresnoderbyalliance|Fresno,California,United States|2013-12-31||WFTDA|Member of:
-119.79|36.74|NOtown Roller Derby|W|A,J|B|https://www.facebook.com/pages/NOtown-Roller-Derby/99181974105||https://www.facebook.com/pages/NOtown-Roller-Derby/99181974105|Fresno,California,United States|||WFTDA,JRDA|Member of:
-121.57|37.01|South County Derby Girls|W|A,J|B|https://www.facebook.com/pages/South-County-Derby-Girls/207222156014012|admin@southcountyderbygirls.org|http://www.southcountyderbygirls.org/|Gilroy,California,United States|2010-07-15||WFTDA,JRDA|Member of:
-117.31|34.03|Inland Empire Derby Divas|W|A|B|https://www.facebook.com/pages/Inland-Empire-Derby-Divas/8233042479||https://www.facebook.com/pages/Inland-Empire-Derby-Divas/8233042479|Grand Terrace,California,United States|||WFTDA|Member of:
-116.97|33.75|The Tilted Halos - Hemet Roller Derby|C|A,J|S|https://www.facebook.com/TheTiltedHalos/|TheTiltedHalos@gmail.com|https://www.facebook.com/TheTiltedHalos/|Hemet,California,United States|2017-02-06||WFTDA,JRDA|Member of:
-121.40|36.85|Faultline Derby Devilz|W|A|B|https://www.facebook.com/FaultlineDerbyDevilz||https://www.facebook.com/FaultlineDerbyDevilz|Hollister,California,United States|2012-05-15||WFTDA|Member of:
-118.00|33.66|CA Scare Bears|W|J|S|https://www.facebook.com/pg/CAScareBears/|Sara@carollerskates.com||Huntington Beach,California,United States|2007-06-15||JRDA|Member of:
-118.00|33.66|High Tide Derby|W|A|B|https://www.facebook.com/hightidederby||https://www.facebook.com/hightidederby|Huntington Beach,California,United States|||WFTDA|Member of:
-118.00|33.66|OC Roller Derby|W|A|B|https://www.facebook.com/OCRollerDerby|info@ocderby.com|http://www.ocderby.com|Huntington Beach,California,United States|2006-06-27||WFTDA|Member of:
-117.70|33.59|South Coast Roller Derby|W|A|B|https://www.facebook.com/pages/South-Coast-Roller-Derby/132199320191700|southcoastrollerderby@gmail.com|http://www.southcoastrollerderby.com|Laguna Hills,California,United States|2009-06-15||WFTDA|Member of:WFTDA-M
-120.03|39.10|Tahoe Derby Dames|W|A|B|https://www.facebook.com/tahoederbydames||https://www.facebook.com/tahoederbydames|Lake Tahoe,California,United States|||WFTDA|Member of:
-118.15|34.69|Wasteland Roller Derby|W|A|B|https://www.facebook.com/WastelandRollerDerby/|wastelandderbydames@gmail.com|http://www.wastelandderbydames.com/|Lancaster,California,United States|2011-07-01||WFTDA|Member of:
-119.78|36.30|Kings County Derby Queens|W|A|B|https://www.facebook.com/KingsCountyDerbyQueens||https://www.facebook.com/KingsCountyDerbyQueens|Lemoore,California,United States|||WFTDA|Member of:
-119.09|36.20|Sin Cal Derby Vixens|W|A|B|https://www.facebook.com/pages/Sin-Cal-Derby-Vixens/179620001072||https://www.facebook.com/pages/Sin-Cal-Derby-Vixens/179620001072|Lindsay,California,United States|||WFTDA|Member of:
-121.27|38.13|Loco City Derby Girls|W|A|B|https://www.facebook.com/lococityderbygirls|lococityderbygirls@gmail.com|http://www.lococityderbygirls.org|Lodi,California,United States|2014-10-23||WFTDA|Member of:WFTDA-A
-118.19|33.77|Bad Fish Roller Derby|W|A|B|https://www.facebook.com/BadfishRollerDerby/|badfishrollerderby@gmail.com|http://badfishrollerderby.com/|Long Beach,California,United States|2014-01-01||WFTDA|Member of:
-118.19|33.77|Long Beach Junior Roller Derby|W|J|B|https://www.facebook.com/pages/Junior-Roller-Derby-of-Long-Beach/173270639407024|LongBeachJuniorRollerDerby@gmail.com|http://www.longbeachjuniorrollerderby.com/|Long Beach,California,United States|2011-07-11||JRDA|Member of:
-118.24|34.05|Angel City Derby Girls|W|A,J|B|https://www.facebook.com/angelcityderbygirls|info@angelcityderbygirls.com|http://angelcityderby.com/|Los Angeles,California,United States|2006-04-15||WFTDA,JRDA|Member of:WFTDA-M
-118.24|34.05|Drive-By City Rollers|M|A|B|https://www.facebook.com/drivebycityrollers||https://www.facebook.com/drivebycityrollers|Los Angeles,California,United States|||WFTDA|Member of:MRDA-M
-118.24|34.05|Los Anarchists Junior Derby|W|J|B|https://www.facebook.com/losanarchists|losanarchists@gmail.com||Los Angeles,California,United States|2017-09-01||JRDA|Member of:
-118.24|34.05|Los Angeles Derby Dolls|W|A,J|B|https://www.facebook.com/laderbydolls|questions@derbydolls.com|http://www.derbydolls.com/|Los Angeles,California,United States|2003-10-15||RDCL,JRDA|Member of:
-118.24|34.05|Los Angeles Renegade Rollergirls|W|A|B|https://www.facebook.com/livelarrg|larenegaderollergirls@gmail.com|http://www.larenegaderollergirls.com|Los Angeles,California,United States|2011-10-10||WFTDA,Renegade|Member of:
-120.48|37.30|California Mayhem Roller Derby|W|A,J|B|https://www.facebook.com/cmjrd|marsmerced@yahoo.com|https://www.facebook.com/groups/867212356682620/|Merced,California,United States|2013-10-01||USARS,JRDA|Member of:
-121.00|37.64|SINtral Valley Derby Girls|W|A,J|B|https://www.facebook.com/sintralvalleyderbygirls|sintralvalleyderbygirls@gmail.com|http://www.sinvdg.com/|Modesto,California,United States|2008-09-15||WFTDA,JRDA|Member of:WFTDA-A
-121.89|36.60|Monterey Bay Derby Dames|W|A,J|B|https://www.facebook.com/MontereyBayDerbyDames||https://www.facebook.com/MontereyBayDerbyDames|Monterey,California,United States|||WFTDA,JRDA|Member of:WFTDA-M
-122.31|41.31|Cascade Roller Derby|W|A|P|https://www.facebook.com/cascaderollerderby/|cascaderollerderby@gmail.com||Mount Shasta,California,United States|2016-06-27||WFTDA|Member of:
-122.31|41.31|Jefferson State Roller Derby|W|A|B|https://www.facebook.com/JeffersonStateRollerDerby/||http://www.jeffersonstaterollerderby.com|Mount Shasta,California,United States|2013-01-01||WFTDA|Member of:
-118.38|34.19|North Hollywood Roller Derby|W|A|B|https://www.facebook.com/nohoderby||https://www.facebook.com/nohoderby|North Hollywood,California,United States|||WFTDA,MADE|Member of:
-118.38|34.19|San Fernando Valley Roller Derby|W|A,J|B|https://www.facebook.com/SFVRollerDerby||https://www.facebook.com/SFVRollerDerby|North Hollywood,California,United States|||WFTDA,JRDA|Member of:WFTDA-M,JRDA-M
-122.27|37.80|Bay Area Black Widows|W|A,J|B|https://www.facebook.com/The-Bay-Area-Black-Widows-813537575408075/|bayareablackwidows@gmail.com||Oakland,California,United States|2015-07-25||RDCL,JRDA|Member of:
-122.27|37.80|Bay Area Derby|W|A|B|https://www.facebook.com/bayareaderbygirls/|info@bayareaderby.com|http://www.bayareaderby.com/|Oakland,California,United States|2004-12-31||WFTDA|Member of:WFTDA-M
-117.38|33.20|Hidden City Derby Girls|W|A|B|https://www.facebook.com/HCDerbyGirls||https://www.facebook.com/HCDerbyGirls|Oceanside,California,United States|||WFTDA|Member of:
-117.85|33.79|Outlaw Renegade Rollergirls|W|A|B|https://www.facebook.com/OutlawRRG||https://www.facebook.com/OutlawRRG|Orange,California,United States|||Renegade|Member of:
-116.37|33.72|Coachella Valley Derby Girls|W|A|B|https://www.facebook.com/CVDesertDerbyGirls||https://www.facebook.com/CVDesertDerbyGirls|Palm Desert,California,United States|||WFTDA|Member of:
-120.65|35.64|Central Coast Roller Derby|W|A|B|https://www.facebook.com/pages/Central-Coast-Roller-Derby/253402910433||https://www.facebook.com/pages/Central-Coast-Roller-Derby/253402910433|Paso Robles,California,United States|||WFTDA|Member of:WFTDA-M
-120.65|35.64|SLOCO Junior Roller Derby|W|J|R|https://www.facebook.com/slocojuniorrollerderby||https://www.facebook.com/slocojuniorrollerderby|Paso Robles,California,United States|2013-12-26||JRDA|Member of:
-121.87|37.66|Quad City Derby Bombshells|W|A|B|https://www.facebook.com/qcdbombshells|quadcityderbybombshells@gmail.com|http://www.quadcityderbybombshells.com/|Pleasanton,California,United States|2012-11-02||USARS|Member of:
-122.24|40.18|Red Bluff Derby Girls|W|A|B|https://www.facebook.com/www.RBDG.org||https://www.facebook.com/www.RBDG.org|Red Bluff,California,United States|||WFTDA|Member of:
-122.39|40.59|Shasta Roller Derby|W|A|B|https://www.facebook.com/ShastaRollerDerby||https://www.facebook.com/ShastaRollerDerby|Redding,California,United States|||WFTDA|Member of:WFTDA-M
-118.39|33.85|Beach Cities Roller Derby|W|A,J|B|https://www.facebook.com/BeachCitiesRollerDerby||https://www.facebook.com/BeachCitiesRollerDerby|Redondo Beach,California,United States|||WFTDA,JRDA|Member of:
-122.24|37.49|Peninsula Roller Girls|W|A,J|B|https://www.facebook.com/peninsularollergirls|info@peninsularollergirls.org|http://peninsularollergirls.org/|Redwood City,California,United States|2010-12-15||WFTDA,JRDA|Member of:WFTDA-M
-117.67|35.62|China Lake Roller Derby|W|A|R|https://www.facebook.com/ChinaLakeRollerDerby|muffhammadali@gmail.com||Ridgecrest,California,United States|2015-03-06||WFTDA|Member of:
-117.38|33.98|Dead Men’s Roller Derby|C|A|R|https://www.facebook.com/deadmensi/|Deadmensinc@yahoo.com|https://www.facebook.com/deadmensi/|Riverside,California,United States|2018-03-18||WFTDA|Member of:
-117.38|33.98|Rough Diamond Rebels Roller Derby|W|A|P|https://www.facebook.com/roughdiamondrebels/|info@roughdiamondrebels.com||Riverside,California,United States|2015-06-15||WFTDA|Member of:
-122.70|38.34|Resurrection Roller Girls|W|A,J|B|https://www.facebook.com/pages/Resurrection-Roller-Girls/189374597748063|info@resurrectionrollergirls.org|http://resurrectionrollergirls.org/|Rohnert Park,California,United States|2011-02-01||WFTDA,JRDA|Member of:WFTDA-M,JRDA-M
-121.29|38.75|Outlaws Roller Derby|W|A|B|https://www.facebook.com/AuburnOutlawsRollerDerby|auburnoutlaws@gmail.com|http://www.outlawsrollerderby.com/|Roseville,California,United States|2013-12-31||WFTDA|Member of:
-121.49|38.58|Flood Water Roller Derby|W|A|B|https://www.facebook.com/floodwaterrollerderby|floodwaterrollerderby@gmail.com|https://floodwaterrollerderby.org|Sacramento,California,United States|2012-06-29||WFTDA|Member of:
-121.49|38.58|Sacramento Roller Derby|W|A|B|https://www.facebook.com/sacramentorollerderby/|bod@sacramentorollerderby.com|www.sacramentorollerderby.com|Sacramento,California,United States|2018-01-01||WFTDA|Member of:
-117.16|32.72|Renegade Rollergirls San Diego|W|A|B|https://www.facebook.com/FullContactRollerDerbySanDiego||https://www.facebook.com/FullContactRollerDerbySanDiego|San Diego,California,United States|||Renegade|Member of:
-117.16|32.72|San Diego Aftershocks|M|A|B|https://www.facebook.com/pages/San-Diego-Aftershocks/601225419925844|Brettstang87@aol.com|https://www.facebook.com/pages/San-Diego-Aftershocks/601225419925844|San Diego,California,United States|2010-12-15||WFTDA|Member of:MRDA-M
-117.16|32.72|San Diego Derby Dolls|W|A,J|B|||http://sd.derbydolls.com/|San Diego,California,United States|||RDCL,JRDA|Member of:JRDA-M
-117.16|32.72|San Diego Roller Derby|W|A,J|B|https://www.facebook.com/SanDiegoRollerDerby|sdrollerderby@gmail.com|http://sandiegorollerderby.com|San Diego,California,United States|2008-07-15||WFTDA,JRDA|Member of:WFTDA-M
-117.16|32.72|SoCal Derby|W|A|B|https://www.facebook.com/socalderby||https://www.facebook.com/socalderby|San Diego,California,United States|||WFTDA|Member of:WFTDA-M
-121.89|37.34|Misery Loves Company Roller Derby|W|A|B|https://www.facebook.com/mlcrollerderby/|mlcrollerderby@gmail.com||San Jose,California,United States|2015-01-26||WFTDA|Member of:WFTDA-A
-121.89|37.34|Silicon Valley Roller Girls|W|A,J|B|https://www.facebook.com/svrollergirls||https://www.facebook.com/svrollergirls|San Jose,California,United States|||WFTDA,JRDA|Member of:WFTDA-M,JRDA-M
-119.70|34.42|Mission City Roller Derby|W|A|B|https://www.facebook.com/brawlinbetties|info@brawlinbetties.com|http://brawlinbetties.com/|Santa Barbara,California,United States|2008-12-31||WFTDA|Member of:WFTDA-M
-122.03|36.97|Santa Cruz Derby Girls|W|A,J|B|https://www.facebook.com/santacruzderbygirls||https://www.facebook.com/santacruzderbygirls|Santa Cruz,California,United States|||WFTDA,JRDA|Member of:WFTDA-M,JRDA-M
-120.44|34.95|Cal Skate Roller Derby|W|A|B|https://www.facebook.com/calsk8rollerderby/?fref=ts||http://calskaterollerderby.com/|Santa Maria,California,United States|2010-09-23||WFTDA|Member of:
-122.71|38.44|Sonoma County Roller Derby|W|A,J|B|https://www.facebook.com/sonomacountyrollerderby|info@sonomacountyrollerderby.org|http://www.sonomacountyrollerderby.net|Santa Rosa,California,United States|2007-12-31||WFTDA,JRDA|Member of:WFTDA-M
-120.38|37.98|Motherlode Area Derby|W|A|S|https://www.facebook.com/motherlodeareaderby/|motherlodeareaderby@gmail.com||Sonora,California,United States|2015-05-19||WFTDA|Member of:
-120.38|37.98|Sierra Sparks Junior Roller Derby|C|J|B|https://www.facebook.com/sierrasparksjrderby/|sierrasparksjrderby@gmail.com||Sonora,California,United States|2015-06-04||JRDA|Member of:
-121.29|37.96|Port City Roller Girls|W|A|B|https://www.facebook.com/theportcityrollergirls/|portcityrollergirlzz@yahoo.com|https://www.facebook.com/pages/Port-City-Roller-Girls|Stockton,California,United States|2006-01-05||USARS|Member of:
-119.46|35.14|Westside Wreck Hers|W|A|P|https://www.facebook.com/westsidewreckers/|westsidewreckhers@gmail.com||Taft,California,United States|2014-01-26||WFTDA|Member of:
-117.15|33.49|Wine Town Rollers|W|A|B|https://www.facebook.com/WineTownRollers|recruiting@winetownrollers.com|http://www.winetownrollers.com|Temecula,California,United States|2012-07-01||WFTDA|Member of:WFTDA-M
-120.18|39.33|Sierra Regional Roller Derby|W|A|B|https://www.facebook.com/sierraregionalrollerderby|sierraregionalrollerderby@gmail.com|http://www.sierraregionalrollerderby.com/|Truckee,California,United States|2013-04-25||WFTDA|Member of:WFTDA-A
-123.21|39.15|Deep Valley Belligerents|M|A|B|https://www.facebook.com/DeepVallyBelligerents||https://www.facebook.com/DeepVallyBelligerents|Ukiah,California,United States|||WFTDA|Member of:MRDA-M
-119.29|34.28|West Coast Derby Knockouts|W|A,J|B|https://www.facebook.com/derbyknockouts|join@westcoastderbyknockouts.com|http://westcoastderbyknockouts.com|Ventura,California,United States|2008-12-31||WFTDA,JRDA|Member of:WFTDA-M
-117.29|34.54|Dirt City Roller Rats|W|A|B|https://www.facebook.com/DirtCityRollerRats||https://www.facebook.com/DirtCityRollerRats|Victorville,California,United States|||WFTDA|Member of:
-119.29|36.33|V Town Derby Dames|W|A,J|B|https://www.facebook.com/vtownderbydames||https://www.facebook.com/vtownderbydames|Visalia,California,United States|||WFTDA,JRDA|Member of:WFTDA-M,JRDA-M
-118.03|33.98|RebelTown Rollers|W|A|P|https://www.facebook.com/rebeltownrollers/|rebeltownrollers@gmail.com||Whittier,California,United States|2014-10-18||WFTDA|Member of:
-121.77|38.68|Woodland Area Roller Derby|W|A|B|https://www.facebook.com/woodlandarearollerderby||https://www.facebook.com/woodlandarearollerderby|Woodland,California,United States|||WFTDA|Member of:
-117.04|34.03|East Valley Roller Derby|W|A|B|https://www.facebook.com/eastvalleyrollerderby|ibdrunky647F@gmail.com|https://www.facebook.com/ytrbombshells|Yucaipa,California,United States|2016-07-13||WFTDA|Member of:
-116.43|34.11|Mojave Rattle Skaters|W|A|B|https://www.facebook.com/MojaveRattleSkaters||https://www.facebook.com/MojaveRattleSkaters|Yucca Valley,California,United States|||WFTDA|Member of:
-104.83|39.73|High City Derby Divas|W|A|B|https://www.facebook.com/highcityderbydivas||https://www.facebook.com/highcityderbydivas|Aurora,Colorado,United States|||WFTDA|Member of:
-105.27|40.01|Boulder County Bombers|W|A|B|https://www.facebook.com/BoulderCountyBombers||https://www.facebook.com/BoulderCountyBombers|Boulder,Colorado,United States|||WFTDA|Member of:WFTDA-M
-105.22|38.44|SoCo Derby Dollz|W|A|B|https://www.facebook.com/SoCoDerbyDollz/|socoderbydollz@gmail.com|http://www.socoderbydollz.com/|Cañon City,Colorado,United Sates|||WFTDA,ShortTrack|Member of:
-104.86|39.37|Castle Rock 'n' Rollers|W|A,J|B|https://www.facebook.com/CRRollers||https://www.facebook.com/CRRollers|Castle Rock,Colorado,United States|||WFTDA,JRDA,ShortTrack|Member of:WFTDA-M
-104.82|38.83|Mile High Hitters|W|J|P|https://www.facebook.com/Mile-High-Hitters-853680531414468/|||Colorado Springs,Colorado,United States|2015-10-01||JRDA|Member of:
-104.82|38.83|Pikes Peak Derby Dames|W|A|B|https://www.facebook.com/pikespeakderbydames||https://www.facebook.com/pikespeakderbydames|Colorado Springs,Colorado,United States|||WFTDA|Member of:WFTDA-M
-108.59|37.35|4 Corners Rollergirls|W|A|B|https://www.facebook.com/4CornersRollerGirls||https://www.facebook.com/4CornersRollerGirls|Cortez,Colorado,United States|||WFTDA|Member of:
-104.99|39.74|Denver Ground Countrol|M|A|B|https://www.facebook.com/DenverGroundControl|denvermen@denverrollerderby.org|https://www.facebook.com/DenverGroundControl|Denver,Colorado,United States|2011-10-15||WFTDA|Member of:MRDA-M
-104.99|39.74|Denver Roller Derby|W|A,J|B|https://www.facebook.com/denverrollerderby|info@denverrollerderby.org|http://denverrollerderby.org/|Denver,Colorado,United States|2005-12-15||WFTDA,JRDA|Member of:WFTDA-M
-104.99|39.74|Rocky Mountain Rollergirls|W|A,J|B|||http://rockymountainrollergirls.com/|Denver,Colorado,United States|||WFTDA,JRDA|Member of:WFTDA-M,JRDA-M
-104.99|39.74|Wreckin' Roller Rebels|W|A|B|https://www.facebook.com/pages/Wreckin-Roller-Rebels/167917540022||https://www.facebook.com/pages/Wreckin-Roller-Rebels/167917540022|Denver,Colorado,United States|||WFTDA|Member of:
-107.88|37.28|Durango Roller Girls|W|A|B|||http://durangorollergirls.com/|Durango,Colorado,United States|||WFTDA|Member of:WFTDA-M
-106.83|39.66|10th Mountain Roller Dolls|W|A|B|https://www.facebook.com/pages/10th-Mountain-Roller-Dolls/157408330991183|10thmountainrollers@gmail.com|http://www.10thmountainrollerdolls.com/|Eagle,Colorado,United States|2011-05-15||WFTDA|Member of:WFTDA-M
-105.08|40.59|FOCO Roller Derby|W|A,J|B|https://www.facebook.com/FoCoRollerDerby|pr@focorollerderby.org|http://www.focorollerderby.org/|Fort Collins,Colorado,United States|2006-01-15||WFTDA,JRDA|Member of:WFTDA-M,JRDA-M
-108.55|39.06|Grand Junction Roller Girls|W|A|B|https://www.facebook.com/GrandJunctionRollerGirls||https://www.facebook.com/GrandJunctionRollerGirls|Grand Junction,Colorado,United States|||WFTDA|Member of:WFTDA-M
-104.71|40.42|Slaughterhouse Derby Girls|W|A,J|B|https://www.facebook.com/pages/Slaughterhouse-Derby-Girls/146472223638|recruits@bouldercountybombers.com|https://www.facebook.com/pages/Slaughterhouse-Derby-Girls/146472223638|Greeley,Colorado,United States|2008-12-31||WFTDA,JRDA|Member of:WFTDA-M
-106.93|38.55|Gunnison Valley Roller Girls|W|A|B|https://www.facebook.com/pages/Gunnison-Valley-Roller-Girls/175218799265159||https://www.facebook.com/pages/Gunnison-Valley-Roller-Girls/175218799265159|Gunnison,Colorado,United States|||WFTDA|Member of:
-105.08|39.70|South Side Derby Dames|W|A,J|B|https://www.facebook.com/SouthSideDerbyDames||https://www.southsidederbydames.com|Lakewood,Colorado,United States|2011-10-01||WFTDA,JRDA|Member of:
-106.15|37.58|San Luis Valley Scarlet Rollers|W|A|B|https://www.facebook.com/pages/SLV-Scarlet-Rollers/329590020520782||https://www.facebook.com/pages/SLV-Scarlet-Rollers/329590020520782|Monte Vista,Colorado,United States|||WFTDA|Member of:
-107.88|38.48|U Valley Vixens Roller Derby|W|A|P|https://www.facebook.com/groups/uvvrd/|uvalleyvixens@gmail.com|https://www.facebook.com/groups/uvvrd/|Montrose,Colorado,United States|2014-04-15||WFTDA|Member of:
-107.01|37.27|Rollergirls In Pagosa|W|A|B|https://www.facebook.com/RollergirlsInPagosa||https://www.facebook.com/RollergirlsInPagosa|Pagosa Springs,Colorado,United States|||WFTDA|Member of:
-104.61|38.25|Pueblo Derby Devil Dollz|W|A|B|https://www.facebook.com/pages/Pueblo-Derby-Devil-Dollz/314466581897561||https://www.facebook.com/pages/Pueblo-Derby-Devil-Dollz/314466581897561|Pueblo,Colorado,United States|||WFTDA|Member of:WFTDA-M
-106.00|38.53|Ark Valley High Rollers|W|A|B|https://www.facebook.com/arkvalleyhighrollers||https://www.facebook.com/arkvalleyhighrollers|Salida,Colorado,United States|||WFTDA|Member of:WFTDA-M
-104.50|37.17|Brick City Roller Derby|W|A|B|https://www.facebook.com/BrickCityRollerDerby||https://www.facebook.com/BrickCityRollerDerby|Trinidad,Colorado,United States|||WFTDA|Member of:
-72.08|41.35|Shoreline Roller Derby|W|A|B|https://www.facebook.com/shorelinerollerderby||https://www.facebook.com/shorelinerollerderby|Groton,Connecticut,United States|||WFTDA|Member of:
-72.57|41.85|Hartford Area Roller Derby|W|A|B|https://www.facebook.com/HartfordAreaRollerDerby||https://www.facebook.com/HartfordAreaRollerDerby|South Windsor,Connecticut,United States|||WFTDA|Member of:WFTDA-M
-73.05|41.56|Connecticut Death Quads|M|A|B|https://www.facebook.com/ctmrd/|ctdeathquads@gmail.com|https://www.facebook.com/Connecticut.Death.Quads|Waterbury,Connecticut,United States|2007-12-31||WFTDA|Member of:MRDA-M
-73.01|41.35|CT Rollergirls|W|A,J|B|https://www.facebook.com/ctrollergirls|info@ctrollerderby.com|http://www.ctrollerderby.com/|Woodbridge,Connecticut,United States|2006-12-31||WFTDA,JRDA|Member of:WFTDA-M
-75.43|38.91|Southern Delaware Rollergirls|W|A|B|https://www.facebook.com/SouthernDelawareRollergirls|sodelrollergirls@gmail.com|http://www.sodelrollergirls.com/|Milford,Delaware,United States|2011-04-01||WFTDA|Member of:WFTDA-M
-75.75|39.68|Diamond State Rollergirls|W|A|B|https://www.facebook.com/diamondstaterollergirls/|DSRDinfo@gmail.com|http://www.diamondstaterollerderby.com/|Newark,Delaware,United States|2004-12-31||WFTDA|Member of:WFTDA-M
-77.04|38.91|DC Rollergirls|W|A|B|||http://www.dcrollergirls.com/|Washington,District of Columbia,United States|||WFTDA|Member of:WFTDA-M
-81.35|24.67|Florida Keys Roller Derby|W|A|P|https://www.facebook.com/FloridaKeysRollerDerby/|keysderby@gmail.com|http://www.flkeysrollerderby.com/|Big Pine Key,Florida,United States|2016-01-07||WFTDA|Member of:
-82.57|27.50|Bradentucky Bombers|W|A|B|https://www.facebook.com/bradentuckybombers||https://www.facebook.com/bradentuckybombers|Bradenton,Florida,United States|||WFTDA|Member of:
-82.57|27.50|Manatee County Hit Crew|W,M|A,J|B|||http://www.manateecountyrollerderby.com/ManateeCountyRollerDerby.com/Hit_Crew_Home.html|Bradenton,Florida,United States|||WFTDA,LOCO,JRDA|Member of:MRDA-M,JRDA-M
-81.30|29.03|Thunder City Derby Sirens|W|A|B|https://www.facebook.com/thundercityderbysirens||https://www.facebook.com/thundercityderbysirens|Deland,Florida,United States|||WFTDA|Member of:
-81.26|28.90|Florida Junior Roller Derdy|C|J|B|https://www.facebook.com/FJRDFL/|Floridajuniorrollerderby@gmail.com|https://www.facebook.com/florida.rollergirls|Deltona,Florida,United States|2010-01-01||JRDA|Member of:JRDA-M
-80.14|26.12|Gold Coast Derby Grrls|W|A|B|||http://goldcoastderbygrrls.com/|Fort Lauderdale,Florida,United States|||WFTDA|Member of:WFTDA-M
-81.87|26.64|Fort Myers Derby Girls|W|A|B|https://www.facebook.com/pages/Fort-Myers-Derby-Girls/506758216016805||https://www.facebook.com/pages/Fort-Myers-Derby-Girls/506758216016805|Fort Myers,Florida,United States|||WFTDA|Member of:WFTDA-M
